HCPCS_Cd,statistic,p_value,median_ratio,p_adj,reject,median_percent_difference
17262,1841497.5,0.7558963490117855,1.009375,1.0,False,0.9374999999999911
17263,45016.0,0.6558994196044238,1.0052910052910053,1.0,False,0.5291005291005346
17271,40295.5,0.9874094977272676,1.018181818181818,1.0,False,1.8181818181818077
17272,136941.0,0.9750081211859054,1.0202429149797572,1.0,False,2.0242914979757165
17280,5469.5,0.8982256196155531,1.01159114857745,1.0,False,1.1591148577450028
17281,79461.5,0.976257990020104,1.0193677709456348,1.0,False,1.93677709456348
17282,72874.0,0.7644697845776967,1.0086206896551724,1.0,False,0.8620689655172376
17311,387522.5,0.49980365438980057,1.0047095761381475,0.885965997376542,False,0.47095761381474865
17312,349490.5,0.9054142995580738,1.0155726463561463,1.0,False,1.5572646356146302
17313,234886.0,0.9982656840037336,1.0245098039215685,1.0,False,2.450980392156854
17314,59235.0,0.7849062668444867,1.0133333333333332,1.0,False,1.3333333333333197
19081,58388.0,0.8055631792524802,1.0,1.0,False,0.0
19083,323725.0,0.014955045307530135,1.0,0.07175545777363017,False,0.0
19285,9413.0,0.7611921710001868,1.0,1.0,False,0.0
19301,111566.5,0.4322786451979188,0.9962157048249763,0.8175725093496803,False,-0.37842951750236553
19303,5429.0,0.8208737652815208,1.0,1.0,False,0.0
20526,75396.0,0.3682429560071967,0.9944903581267218,0.7516972753620861,False,-0.5509641873278182
20550,6432783.5,0.9999915060445738,1.032258064516129,1.0,False,3.2258064516129004
20551,67257.5,0.40123770069394893,1.0,0.7882583175050415,False,0.0
20552,744978.5,0.21710593749389928,1.0012787723785166,0.5527339939257946,False,0.12787723785165905
20553,619781.0,0.6350303528934075,0.9917355371900828,1.0,False,-0.8264462809917217
20600,2332610.0,0.8865782923871148,1.007905138339921,1.0,False,0.7905138339920903
20604,40153.5,0.40768735517969096,0.988235294117647,0.7926077541610355,False,-1.176470588235301
20605,1722478.0,0.2436061839121605,0.9935064935064936,0.5910509843055175,False,-0.649350649350644
20606,39726.5,0.06029052698335641,0.9732620320855615,0.21387421538882592,False,-2.67379679144385
20610,103497603.5,4.025446390579356e-06,0.9863636363636364,4.671390113718833e-05,True,-1.3636363636363558
20611,3740122.0,0.9660847765905368,1.018633540372671,1.0,False,1.8633540372670954
20680,12312.5,0.5054709769982094,0.9963768115942029,0.8912721467212243,False,-0.36231884057971175
20939,3865.5,0.8072484188948454,1.0,1.0,False,0.0
20985,146323.0,0.5497270217849329,1.0005652911249294,0.9288277106230752,False,0.056529112492942346
22513,4027.0,0.09308729863322923,0.9848484848484848,0.2946124440886769,False,-1.515151515151525
22514,6353.5,0.2727671059048158,0.9865384615384617,0.6320934327236984,False,-1.3461538461538303
22551,39489.0,0.050698958426890484,1.0,0.186477495737236,False,0.0
22552,6776.0,0.2363898516462073,0.9164389799635703,0.5839531483735516,False,-8.356102003642974
22558,31815.5,0.8311408781515626,1.0,1.0,False,0.0
22585,4380.0,0.4033367150416134,1.0036764705882353,0.7899589135660474,False,0.3676470588235281
22612,118744.0,0.7835864002484612,1.0,1.0,False,0.0
22614,185588.5,0.9997881110014668,1.1254996003197442,1.0,False,12.549960031974416
22633,75044.0,0.41677626884212887,1.0,0.8040129825472512,False,0.0
