HCPCS_Cd,statistic,p_value,median_ratio,p_adj,reject,median_percent_difference
51700,420865.5,0.20722018937425563,0.9928266178266179,0.5330045077203791,False,-0.7173382173382148
51701,79826.0,8.024417862135799e-05,0.9444444444444444,0.0007236478035914032,True,-5.555555555555558
51702,457640.0,1.4336810769658026e-07,0.8425925925925926,2.1462205722178064e-06,True,-15.740740740740744
51703,6912.0,0.07890965856063964,0.8270676691729323,0.2607676796142992,False,-17.29323308270677
51705,39740.0,5.90916298523785e-05,0.8039215686274509,0.0005427004287669364,True,-19.60784313725491
51715,5106.0,0.44103601699958694,0.9904362635922966,0.823897984184741,False,-0.956373640770336
51720,64462.0,0.01695010530383,0.8532618409294014,0.07904768735150626,False,-14.673815907059861
51728,93917.5,0.9415957640850272,1.0,1.0,False,0.0
51729,48296.0,0.9092161519502964,1.0,1.0,False,0.0
51741,721507.5,0.2525200390956269,0.9915614901530394,0.6036003664402328,False,-0.8438509846960596
51784,257711.5,0.9380218327395378,1.0,1.0,False,0.0
51797,176141.5,0.9278580383388356,1.0,1.0,False,0.0
51798,3484248.5,9.048396958023107e-06,0.9786628733997156,0.00010108544959821337,True,-2.1337126600284417
52000,3841107.5,0.12124912398273358,0.9868915533285613,0.3630198772043043,False,-1.3108446671438734
52005,7975.0,0.3926068582098521,1.0,0.775372647414444,False,0.0
52204,6422.5,0.7767864820718527,1.0084033613445378,1.0,False,0.8403361344537785
52224,5923.5,0.666212738234426,1.0233433734939759,1.0,False,2.334337349397586
52234,4659.5,0.9214680107365321,1.0179850939541308,1.0,False,1.7985093954130837
52235,16310.0,0.7357080218513674,1.006993006993007,1.0,False,0.6993006993007089
52240,2180.0,0.6116574096199144,0.984375,0.987757434952548,False,-1.5625
52281,20957.5,0.5112142608407099,1.004216982940387,0.8950733900333833,False,0.4216982940387082
52287,113552.5,0.7773039348243298,1.0,1.0,False,0.0
52310,337327.0,0.07018297608721263,0.9847998287304647,0.2404208585870877,False,-1.5200171269535323
52332,708196.5,0.17455461740050537,0.9920424403183022,0.47338453305897926,False,-0.7957559681697757
52351,3243.5,0.21943160371571357,0.9980430528375734,0.5574353123511189,False,-0.1956947162426559
52352,4603.5,0.6417011805965813,1.0343283582089553,1.0,False,3.43283582089553
52356,557427.5,0.7942821073515199,1.005128205128205,1.0,False,0.512820512820511
52441,7931.5,0.6239437440277922,1.0,1.0,False,0.0
52442,8666.0,0.8964235809667134,1.011152195490193,1.0,False,1.1152195490192973
52601,65240.0,0.5692508343699245,1.0,0.9510809141202868,False,0.0
52648,11708.5,0.42450267587320584,1.0,0.8105618696201392,False,0.0
55700,1112023.0,0.23171008883409616,1.0,0.5770657895083849,False,0.0
55866,11305.0,0.6813075914623334,1.0,1.0,False,0.0
55874,16719.5,0.7735295550322489,1.0,1.0,False,0.0
55876,17397.0,0.26132251094779463,1.0,0.6149567676836067,False,0.0
57160,45987.5,0.07408033543436056,0.9866071428571427,0.2497708606874724,False,-1.3392857142857317
57288,11305.0,0.92719966224821,1.0,1.0,False,0.0
57425,3752.5,0.11071332967496156,1.0,0.33686555797442574,False,0.0
58100,3973.5,0.6884008996067069,1.0,1.0,False,0.0
58558,10951.5,0.8663235930606743,1.0,1.0,False,0.0
58571,9971.0,0.6617625716320361,1.0,1.0,False,0.0
61782,6650.5,0.8713587791037966,1.0,1.0,False,0.0
61783,35475.5,0.42184756352715547,1.0,0.8085861749041635,False,0.0
62321,951228.0,0.0900290961804307,1.0,0.2862268297351635,False,0.0
62323,2805407.0,0.0069745491702115844,0.9870967741935484,0.03755719463239835,True,-1.2903225806451646
62328,18297.5,0.45081270270824597,1.0,0.832141326700671,False,0.0
62370,17903.5,0.017265340487766158,0.8739368739368739,0.0802677475471613,False,-12.606312606312608
63030,3609.0,0.3309413712996563,1.0,0.701726958690631,False,0.0
63047,454728.0,0.12693664762925333,1.0,0.3748011074970261,False,0.0
63048,195996.0,0.9417581658387386,1.03125,1.0,False,3.125
63052,55386.5,0.6626912704202242,1.0,1.0,False,0.0
63650,94152.0,0.6595105347321933,1.0566326530612244,1.0,False,5.663265306122445
63685,52574.5,0.5208924715234163,1.0,0.9039838670546569,False,0.0
64405,17842.0,0.4594377372834858,0.9740259740259741,0.8394787258286126,False,-2.597402597402587
64415,954899.0,0.17362691030775124,1.0,0.47172320277804647,False,0.0
64417,2316.0,0.5905004988733769,1.0,0.9671545369950165,False,0.0
64418,2596.5,0.2780788849668484,0.9731240981240983,0.6394532884721538,False,-2.687590187590172
64445,35256.5,0.8942285235200746,1.0,1.0,False,0.0
64447,3044156.5,0.0025061045372543715,1.0,0.015697232185229264,True,0.0
64448,10832.0,0.36853390862454655,1.0,0.7516972753620861,False,0.0
64450,386737.5,0.047563589737529534,0.9696969696969696,0.17712112894796447,False,-3.0303030303030387
64451,1065.0,0.23816099129134055,0.9148457570464826,0.5869629654278316,False,-8.515424295351737
64454,45179.0,0.577493693851646,1.011111111111111,0.9580199332512549,False,1.1111111111111072
64455,46435.0,0.7562941366703063,1.0079089506172838,1.0,False,0.7908950617283805
64479,21213.0,0.5814091290308262,1.019127316198446,0.9616206321775671,False,1.9127316198445987
64483,3364580.5,0.8835505332355169,1.0102040816326532,1.0,False,1.0204081632653184
64484,800782.5,0.500562037524744,1.0049438834087019,0.885965997376542,False,0.4943883408701888
64488,49937.5,0.9788026569920686,1.0,1.0,False,0.0
64490,614796.0,0.0933470237966601,0.9813345156284639,0.2948111700919835,False,-1.8665484371536145
64491,291525.0,0.00393857138082948,0.9757575757575758,0.023031411551178636,True,-2.4242424242424176
64493,2632925.5,0.026058069200862843,0.9822222222222223,0.11070403694849859,False,-1.777777777777767
64494,1656322.5,0.016560099381208594,0.9776859504132231,0.07795744897380273,False,-2.231404958677685
64555,2990.0,0.8754416171433325,1.073170731707317,1.0,False,7.317073170731692
64561,22367.5,0.41971419033891394,1.0036764705882353,0.8068791540403659,False,0.3676470588235281
64566,16713.0,0.13889608545826188,0.9026252897522059,0.39832842898662457,False,-9.73747102477941
64590,15398.0,0.36813479839329377,1.0,0.7516972753620861,False,0.0
64612,12614.0,0.9525335049441069,1.0684137291280147,1.0,False,6.841372912801469
64615,94993.5,0.13453326324512105,0.9519230769230769,0.39109432753063944,False,-4.807692307692313
64616,16975.5,0.8872832989265717,1.0148809523809526,1.0,False,1.488095238095255
64624,19930.5,0.9871281953148459,1.044976076555024,1.0,False,4.4976076555024
64625,1793.5,0.5150239099709154,1.001984126984127,0.8975445788433764,False,0.1984126984126977
64633,305352.5,0.983310277009973,1.030503978779841,1.0,False,3.05039787798409
64634,140112.5,0.972665080123664,1.0435897435897437,1.0,False,4.358974358974366
64635,1894774.5,0.9443875606397346,1.0242914979757085,1.0,False,2.429149797570851
64636,1132146.5,0.6230445797296597,1.0096153846153848,1.0,False,0.9615384615384803
64640,29053.5,0.21482370794963512,0.9,0.5487902573389143,False,-9.999999999999998
64718,28626.0,0.13496740224877624,0.984567901234568,0.39109432753063944,False,-1.5432098765431945
64721,612045.0,0.18413560513712368,0.9965208061321713,0.493114491753621,False,-0.34791938678286893
64999,75723.0,0.6241770790706045,1.0,1.0,False,0.0
65756,5414.5,0.24420272296323958,1.043478260869565,0.5911083057175565,False,4.347826086956497
65778,27628.5,0.9112882852657762,1.04,1.0,False,4.0000000000000036
65820,33073.5,5.428982538785845e-10,0.9212331239621687,1.003356402538569e-08,True,-7.876687603783128
65855,400760.5,0.13980638309310173,0.9741302408563782,0.40017238143474815,False,-2.5869759143621773
66030,1501.0,0.06998299716159735,0.9082803756046667,0.24028565768557622,False,-9.171962439533331
66174,13414.5,0.07428624408817448,0.9777777777777777,0.24990226382021843,False,-2.2222222222222254
66183,2277.0,0.00017999402665759093,0.9100998890122086,0.0015223223610531843,True,-8.990011098779139
66761,13204.5,0.42393856020007703,1.0094552757091455,0.8105185499610669,False,0.9455275709145505
66821,6669498.5,3.77353895084692e-05,0.9805323489411308,0.0003621146031678102,True,-1.9467651058869162
66982,894456.0,6.241138853103823e-15,0.9545454545454546,1.698724520562986e-13,True,-4.545454545454541
66984,18055806.5,7.067485704295791e-53,0.9662162162162162,5.877792277406e-51,True,-3.378378378378377
66991,82914.5,3.0130660092555496e-07,0.9506172839506173,4.255245109297696e-06,True,-4.938271604938271
67028,696084.5,4.2948287790363165e-05,0.9300488667958549,0.00040183491763858535,True,-6.995113320414514
67036,8208.0,0.00018420627407412631,0.9375,0.0015491954622975678,True,-6.25
67042,17449.0,0.11022637882569786,1.0,0.3360669839146022,False,0.0
67108,9800.0,0.6477421761833579,1.0,1.0,False,0.0
67145,20391.5,0.7884147523693412,1.0121107266435985,1.0,False,1.2110726643598468
67210,3943.5,0.41976822207367837,0.9807584532038108,0.8068791540403659,False,-1.9241546796189168
67810,2688.5,0.3873994681208309,0.999519230769231,0.7689769697710793,False,-0.0480769230769007
67820,230971.5,0.020132845496888003,0.9591838413756221,0.09125438825038366,False,-4.081615862437793
67840,28089.0,0.8167948809290355,1.0013513513513512,1.0,False,0.13513513513512265
67900,6260.0,0.43930132407965455,1.0,0.8220426026840535,False,0.0
67904,33685.0,0.04233122762099275,0.6670609884332283,0.16124643193034643,False,-33.29390115667717
67917,8631.5,0.7650622513251539,1.0378151260504203,1.0,False,3.7815126050420256
68761,639752.0,0.06454744936805791,0.9777777777777777,0.22576526099061375,False,-2.2222222222222254
68841,16313.5,0.08061763465491067,0.9678469678469679,0.26582510810220544,False,-3.2153032153032113
69100,1405014.5,0.9171227813958618,1.0044642857142858,1.0,False,0.44642857142858094
69200,4825.5,0.8746845488668209,1.0526315789473684,1.0,False,5.263157894736836
69209,1306704.5,1.4581855496469655e-05,0.9773755656108598,0.00015481587005826295,True,-2.262443438914019
69210,11863548.5,0.9999323917269525,1.0156250000000002,1.0,False,1.5625000000000222
69220,4586.5,0.22175241664821793,0.9487373737373738,0.559744638223494,False,-5.126262626262623
69420,2082.5,0.7489246014782809,1.0044642857142858,1.0,False,0.44642857142858094
69433,37019.0,0.9435520618498919,1.006993006993007,1.0,False,0.6993006993007089
69436,1390.5,0.9476463663284521,1.113846153846154,1.0,False,11.384615384615394
70210,3135.5,0.04686292693907274,0.9750000000000001,0.17538450406947972,False,-2.499999999999991
70220,13133.0,0.21053372241924334,0.96875,0.5387503973702689,False,-3.125
70450,15375830.5,4.094779941582005e-31,0.9879032708929345,1.9155892414213314e-29,True,-1.2096729107065496
70470,27666.5,0.6614039484072068,1.0,1.0,False,0.0
70480,23170.0,0.658604069224019,1.0,1.0,False,0.0
70486,6829726.0,1.0171710359616874e-05,1.0,0.00011196360594372397,True,0.0
70490,12812.5,0.027194669802207902,1.0,0.11403479185967852,False,0.0
70491,1740660.5,0.06925074562258662,1.0,0.23831808321152223,False,0.0
70496,5597183.5,0.008277846973667886,1.0,0.04348048041958184,True,0.0
70498,5740461.0,7.200918211382253e-08,1.0,1.0888661174181044e-06,True,0.0
70543,40129.0,0.7466837417929095,1.0,1.0,False,0.0
70544,403542.5,0.9405571163026991,1.0,1.0,False,0.0
70547,18418.5,0.9229945546196532,1.0,1.0,False,0.0
70548,1945.5,0.41109934023589234,1.0,0.7971706118304803,False,0.0
70551,9254353.0,0.5549646836110113,1.0,0.934513083650938,False,0.0
70553,7320560.0,0.3462235931085062,1.0011732229123533,0.7248905159208864,False,0.11732229123533333
71045,18412245.5,2.182559953257531e-25,0.9641799501440147,8.598137500069801e-24,True,-3.5820049855985303
71046,131800406.0,1.3721875033342511e-288,0.9653170359052711,2.054164692491374e-285,True,-3.468296409472893
71047,1778.0,0.2384874619299483,1.0,0.5869629654278316,False,0.0
71100,160584.0,0.8027477868980575,1.0,1.0,False,0.0
71101,1647813.5,0.000274506503653827,1.0,0.0021975199784480164,True,0.0
71250,19936785.5,3.5830604576147634e-47,0.9841461349002913,2.6819207525246503e-45,True,-1.5853865099708653
71260,16571597.5,2.2027711049626907e-35,0.9761904761904762,1.1776958371889814e-33,True,-2.3809523809523836
71270,39092.0,0.007754004764641176,1.0,0.041362179266549136,True,0.0
71271,4481328.0,0.9985781177619614,1.0,1.0,False,0.0
71275,11307186.0,7.885125318004169e-33,1.0,3.9346775336840805e-31,True,0.0
72020,57459.0,0.5221791527594907,0.9976470588235294,0.9047479070381452,False,-0.23529411764705577
72040,8379525.0,0.998927192370431,1.0,1.0,False,0.0
72050,2917326.0,0.9853503847807336,1.0,1.0,False,0.0
72052,42997.5,0.4949765691399039,1.0,0.8810700642121713,False,0.0
72070,1577325.5,0.6835265693680537,1.0,1.0,False,0.0
72072,452708.5,0.10397360772758024,1.0,0.32026438429668236,False,0.0
72080,11957.0,0.0680873966596856,0.9482758620689653,0.23539684249318557,False,-5.17241379310347
72082,56364.5,0.9796278277839002,1.028169014084507,1.0,False,2.8169014084507005
72100,38378599.0,0.0016423832626949859,1.0,0.011125102915178252,True,0.0
72110,9235424.5,0.18562667827232393,1.0,0.4935757324576713,False,0.0
72114,133785.5,0.8517603818595436,1.0,1.0,False,0.0
72120,18228.5,0.8394117323983732,1.0,1.0,False,0.0
72125,9100822.5,3.495515839409057e-23,0.9927536231884057,1.2459017170465139e-21,True,-0.7246376811594346
72128,1378244.5,0.04857720538254148,1.0,0.18000018925164504,False,0.0
72129,12504.0,0.9575850419677671,1.0,1.0,False,0.0
72131,6084006.5,1.1479601176791069e-05,1.0,0.00012543768585150533,True,0.0
72132,31453.5,0.886513626954005,1.0,1.0,False,0.0
72141,6034131.0,0.8983834279386635,1.0,1.0,False,0.0
72146,1505684.0,0.5969061339658961,1.0,0.9723269668628362,False,0.0
72148,11792505.0,1.2068400023486327e-06,1.0,1.5310504097592398e-05,True,0.0
72156,216606.0,0.6406348488680228,1.0,1.0,False,0.0
72157,125811.5,0.47973177056858146,1.0,0.8673411359192832,False,0.0
72158,1095689.5,0.37979554536544413,1.0,0.7618752728991015,False,0.0
72170,8904647.5,2.6972222615676016e-07,1.0,3.9201375976375726e-06,True,0.0
72190,20995.0,0.9063681729925408,1.020449483701154,1.0,False,2.044948370115396
72192,1156798.0,0.00016668979071962642,1.0,0.0014178103222004588,True,0.0
72195,107452.0,0.9981112554297155,1.0,1.0,False,0.0
72197,857719.0,0.24019539195300438,1.0,0.5869629654278316,False,0.0
72202,17043.0,0.9478818684653586,1.0,1.0,False,0.0
72220,56223.5,0.917525786304064,1.0,1.0,False,0.0
73000,7565.5,0.7016085587647256,1.0694444444444446,1.0,False,6.944444444444464
73010,4776.0,0.008159128548714964,0.9511571046795929,0.043159771863697176,True,-4.884289532040709
73020,100817.0,9.628951332659001e-07,0.9411764705882353,1.2320119782043183e-05,True,-5.882352941176472
73030,63958005.0,1.3032693070420653e-46,0.9671052631578949,9.290448345914152e-45,True,-3.289473684210509
73060,1521240.0,0.09005533520725584,0.9951923076923078,0.2862268297351635,False,-0.48076923076921796
73070,415549.0,0.1370471063854829,1.0,0.39453753511359213,False,0.0
73080,3981531.0,0.2077457186519403,0.995732574679943,0.5334396926620149,False,-0.42674253200569723
73090,708692.5,0.8295680063051782,1.0344827586206897,1.0,False,3.4482758620689724
73100,293897.5,0.0025040970535697626,0.9475798613360978,0.015697232185229264,True,-5.2420138663902165
73110,16081598.5,4.869605567497523e-33,0.9401709401709402,2.513723977428894e-31,True,-5.982905982905984
73120,266666.0,0.9999836351719462,1.1047149122807018,1.0,False,10.471491228070185
73130,21866393.0,0.028142058705725632,0.9912023460410558,0.11702406078464242,False,-0.8797653958944163
73140,1682535.5,0.9919014058634735,1.0140350877192983,1.0,False,1.403508771929829
73200,576144.0,0.855775101795452,1.0,1.0,False,0.0
73218,6556.5,0.3997785576687039,1.0111801242236025,0.7864237855848222,False,1.1180124223602483
73221,3589499.0,0.8638024817987647,1.0,1.0,False,0.0
73501,430584.0,2.823035266285833e-05,0.9696969696969697,0.00027803182852828237,True,-3.0303030303030276
73502,54451492.0,1.7420185830423394e-107,0.9615602035048049,2.8975575764604247e-105,True,-3.8439796495195133
73503,14862.5,0.0400711507390992,0.9603596240294237,0.15420697340984962,False,-3.9640375970576347
73521,343991.5,0.5865320861408053,1.0,0.9638183676759446,False,0.0
73522,612636.0,0.9922912626305532,1.0,1.0,False,0.0
73523,185428.5,0.575762623197494,1.0,0.9576851632518317,False,0.0
73552,4518824.0,0.0019664740375448624,0.9948979591836735,0.012911454535985346,True,-0.5102040816326481
73560,19829375.5,2.1788380685378243e-13,0.9728894989704874,5.17733426762083e-12,True,-2.7110501029512624
73562,40897174.0,0.5015962372316454,1.0,0.8865284145640768,False,0.0
73564,26616302.0,0.9999999999987415,1.0169133192389008,1.0,False,1.6913319238900826
73565,109985.0,0.6923319900991234,1.0,1.0,False,0.0
73590,4138130.0,0.9961228137173739,1.0026525198938991,1.0,False,0.2652519893899141
73600,175525.5,0.20150599957822135,0.9795918367346937,0.5237056968204815,False,-2.0408163265306256
73610,20920699.0,2.570934352060902e-22,0.9580645161290323,8.747019829625387e-21,True,-4.193548387096769
73620,1153161.5,0.44305849872685743,1.0,0.8246077307074845,False,0.0
73630,48331787.5,5.6471937931125093e-14,0.9672657252888318,1.4575601910843838e-12,True,-3.2734274711168188
73650,17991.0,0.9977846814955436,1.0608365019011405,1.0,False,6.083650190114054
73660,53958.5,0.3434913460262422,0.9739583333333334,0.7232159564012441,False,-2.604166666666663
73700,3243916.0,0.8405961770440433,1.0023217817525154,1.0,False,0.2321781752515406
73701,14188.0,0.3476360373878269,1.0044642857142858,0.7258921716347231,False,0.44642857142858094
73718,420888.5,0.9664540366571966,1.0027777777777778,1.0,False,0.2777777777777768
73720,45410.0,0.16563951359347678,0.9882352941176471,0.4572405352027604,False,-1.17647058823529
73721,5154185.5,0.9999613426162043,1.0054093926727317,1.0,False,0.5409392672731661
74018,19260088.5,1.2492013607776909e-10,0.9896616541353385,2.561718406964662e-09,True,-1.0338345864661536
74019,1415993.0,2.1785458960281177e-11,0.9655172413793103,4.529560008825128e-10,True,-3.4482758620689724
74021,13317.0,0.0002096150952430673,0.9285714285714286,0.0017336673899385178,True,-7.14285714285714
74022,147515.0,4.131114212294543e-10,1.0,7.730347469756163e-09,True,0.0
74150,10599.5,0.5835330729755568,1.0,0.9616206321775671,False,0.0
74160,27842.0,0.0036916866935402548,1.0,0.021930376905673656,True,0.0
74170,175992.0,0.18537414215526304,1.0,0.4935757324576713,False,0.0
74174,3239807.5,0.0013318590456350163,1.0,0.00931678967904495,True,0.0
74175,2663.5,0.788035981896374,1.0,1.0,False,0.0
74176,17960796.0,2.0795288576553686e-42,0.9836065573770493,1.415024863595494e-40,True,-1.6393442622950727
74177,22172662.5,9.487295821096867e-48,0.9878048780487805,7.474990444306321e-46,True,-1.2195121951219523
74178,5868459.0,4.024158833832032e-05,1.0,0.00038127631482573113,True,0.0
74181,177244.5,0.6856362191538279,1.0,1.0,False,0.0
74183,2616093.0,0.809266841482281,1.0,1.0,False,0.0
74220,199806.0,0.5308374457250025,1.0,0.9099353156908757,False,0.0
74221,130324.0,0.010008095391743696,1.0,0.051133511267714385,False,0.0
74230,1732097.0,0.3063934456963536,1.0,0.6715534234369566,False,0.0
74240,18318.5,0.7057811871945591,1.0,1.0,False,0.0
74246,19807.5,0.2459763305349013,1.0,0.5939138174366891,False,0.0
74250,13468.5,0.02181014695648491,1.0,0.09721894020269672,False,0.0
74300,1738.0,0.9280781310997677,1.0,1.0,False,0.0
74328,34396.0,0.4329891757947597,1.0,0.8175725093496803,False,0.0
74420,600309.0,0.43803259387327753,1.0020833333333334,0.8211007300774078,False,0.2083333333333437
75561,18422.5,0.5041681580398306,1.0,0.8900232695585217,False,0.0
75571,109172.5,0.302746328763635,1.0,0.6710164948091185,False,0.0
75572,35476.5,0.5204468895032309,1.0,0.9039838670546569,False,0.0
75574,335209.5,0.9632034896693444,1.0,1.0,False,0.0
75580,14734.5,0.9147771776116871,1.0,1.0,False,0.0
75625,92395.5,0.587681969240988,0.9977728285077951,0.9646490218791217,False,-0.22271714922048602
75630,2441.5,0.8490009640947123,1.015625,1.0,False,1.5625
75635,284415.5,0.4479807790834421,1.0,0.8310126719800655,False,0.0
75710,174376.0,0.9509322825977574,1.0225563909774436,1.0,False,2.2556390977443552
75716,30061.5,0.07734977290849814,0.9904306220095693,0.2578900000980439,False,-0.9569377990430672
75774,9387.0,0.9996005413067983,1.4294699011680143,1.0,False,42.94699011680143
75820,2238.5,0.15919498760123535,0.9870129870129871,0.44132388229453573,False,-1.298701298701288
75822,1183.5,0.20036138294407252,0.9850746268656717,0.5216365048126549,False,-1.492537313432829
75825,1038.0,0.31825214354861514,0.9840860215053765,0.6864773299949722,False,-1.5913978494623504
76000,114045.5,0.05634989519204516,0.9884057971014494,0.20180811747007563,False,-1.159420289855062
76098,83854.5,0.9897321456049623,1.0588235294117647,1.0,False,5.882352941176472
76376,1116804.0,0.009861014648044288,1.0,0.05072831246777423,False,0.0
76377,276054.5,0.9697289858994895,1.0,1.0,False,0.0
76512,106648.5,0.2089324985166403,0.978969654199012,0.5355684080126892,False,-2.103034580098795
76514,4150313.5,0.9748080929150692,1.0,1.0,False,0.0
76519,57707.5,0.010895075851394244,0.9144761199555719,0.054731303857507324,False,-8.552388004442813
76536,10148701.5,2.4531425042728415e-16,1.0,6.928970431880083e-15,True,0.0
76604,83542.0,0.0013765023510530214,0.939334637964775,0.009584297765238945,True,-6.0665362035224994
76641,480995.0,1.9825247316936413e-06,1.0,2.382575419459709e-05,True,0.0
76642,3413485.0,1.6990035891380318e-11,0.9881313131313131,3.5822653139994835e-10,True,-1.1868686868686917
76700,5466522.0,0.0006256366127836748,1.0,0.004706422157473172,True,0.0
76705,13952728.5,9.428054326972562e-26,1.0,3.814539818237277e-24,True,0.0
76706,604806.0,0.8880301214334996,1.0,1.0,False,0.0
76770,14080852.0,3.024327254726782e-16,1.0,8.384107222825913e-15,True,0.0
76775,1873212.5,0.7439351735192856,1.0,1.0,False,0.0
76830,2440142.5,6.593190799497006e-09,0.9709579540528825,1.0728268072659803e-07,True,-2.9042045947117456
76856,1330864.0,0.0333378920297431,1.0,0.13308486498273447,False,0.0
76857,204575.0,0.5933274643553451,1.0,0.968605467982499,False,0.0
76870,263597.5,0.49158173806013816,1.0,0.8760688831857463,False,0.0
76872,1068568.0,0.26286634279150634,1.0,0.6158230284176605,False,0.0
76881,95948.0,0.9666952110292664,1.0708697032898182,1.0,False,7.086970328981823
76882,1925352.0,0.978139206348306,1.006993006993007,1.0,False,0.6993006993007089
76937,4425126.0,0.9992570935898193,1.014843911515402,1.0,False,1.4843911515401986
76942,5963597.5,0.00018961747953635474,0.9655172413793103,0.0015857953456196818,True,-3.4482758620689724
76981,100724.0,0.005123666018293377,1.0,0.02938746371411948,True,0.0
76998,5282.0,0.01038546038734972,1.0,0.05288106870701541,False,0.0
77001,1236816.0,0.9967620836065503,1.0285714285714285,1.0,False,2.857142857142847
77002,2151484.5,0.02554130353035465,0.9871794871794872,0.10947817599052441,False,-1.2820512820512775
77012,381969.0,0.016670992867803634,1.0,0.07818142017671996,False,0.0
77014,647851.5,9.303524907940787e-24,0.6032626561472716,3.571122253124964e-22,True,-39.67373438527284
77049,264248.0,0.4231925859981265,1.0,0.8101269836818354,False,0.0
77063,15410231.0,0.9319387270922208,1.0,1.0,False,0.0
77065,3638586.5,3.6708687081528077e-07,0.9890109890109888,5.088231903800697e-06,True,-1.0989010989011172
77066,3042231.0,0.7600843922094476,1.0,1.0,False,0.0
77067,17028469.5,0.9938670993991366,1.0,1.0,False,0.0
77073,67908.5,0.7761404653063655,1.0,1.0,False,0.0
77077,10628.0,0.18694009327886812,1.0,0.49531692604837135,False,0.0
77078,1472.0,0.0009889692581090807,1.0,0.007186829997035407,True,0.0
77080,18825837.0,0.9995348004494489,1.0,1.0,False,0.0
77081,121352.0,0.8794910255201243,1.0,1.0,False,0.0
77085,82500.5,0.9923375462562573,1.0,1.0,False,0.0
77089,8627.0,0.8259084064077558,1.0,1.0,False,0.0
77092,6644.0,0.38637351579103774,1.0,0.7681290214331787,False,0.0
77261,3628.5,0.22195781731653663,1.0046296296296295,0.559744638223494,False,0.4629629629629539
77263,854658.0,0.4721801746612877,1.000341997264022,0.8567923896581184,False,0.034199726402195374
77280,450331.5,4.861185091139841e-07,0.9300317622576759,6.537796719643255e-06,True,-6.996823774232408
77285,490.0,0.006010320568551616,0.3048118558272855,0.03332388848563618,True,-69.51881441727146
77290,490978.0,0.003218357282435747,0.989579831932773,0.019505590493142967,True,-1.042016806722701
77293,60913.5,0.3227896395968523,1.0,0.6897144761173839,False,0.0
77295,325226.0,0.347671801644687,0.9951956074124915,0.7258921716347231,False,-0.48043925875085325
77300,1225459.5,0.9999994415116283,1.1003911342894392,1.0,False,10.039113428943924
77301,640167.5,0.3889508221943809,0.9978583326723248,0.7701843661706194,False,-0.21416673276751785
77307,8530.5,0.08126815225408723,0.9792349726775956,0.26679478930782585,False,-2.0765027322404372
77331,2350.5,0.40474180808627813,0.9941544755661701,0.7899589135660474,False,-0.5845524433829907
77332,65845.5,0.13532856490372158,0.9940828402366864,0.39109432753063944,False,-0.591715976331364
77333,3289.0,0.056727991317853964,0.9354120267260579,0.2026773341356262,False,-6.458797327394206
77334,842156.5,0.005892225472423974,0.9589033319592815,0.03288845332439867,True,-4.109666804071854
77336,98336.0,0.007338846638002494,0.9333196482945021,0.039377252391002635,True,-6.668035170549791
77338,621387.5,0.2635371361167798,0.9943486860695111,0.6164298324481553,False,-0.5651313930488899
77373,6178.0,0.023693391633488495,0.6500974658869395,0.10310757928875662,False,-34.99025341130605
77401,19398.0,0.8888449382338314,1.0737729599518218,1.0,False,7.377295995182176
77417,3680.5,0.009953687051872988,0.891628145865434,0.051029690125526925,False,-10.837185413456595
77427,735752.0,3.4300140580644505e-17,0.8127051815751175,1.0068100088083298e-15,True,-18.729481842488248
77435,91645.5,0.817927359659604,1.0344827586206897,1.0,False,3.4482758620689724
77470,192157.0,0.4576950105406847,1.0018403276421468,0.8386406741485984,False,0.18403276421468107
78195,5200.0,0.885650402658557,1.0,1.0,False,0.0
78226,16052.0,0.7100256705653883,1.0,1.0,False,0.0
78227,33719.5,0.8698246370962386,1.0,1.0,False,0.0
78264,37912.0,0.4704240381367634,1.0,0.8546417294790472,False,0.0
78306,340309.0,0.905841434563748,1.0192307692307692,1.0,False,1.9230769230769162
78315,10361.5,0.1724388899260021,1.0,0.47106025222486336,False,0.0
78431,101470.0,0.9891182928000852,1.0,1.0,False,0.0
78434,60119.5,0.9982844636937387,1.0,1.0,False,0.0
78451,3893.0,0.25391085329906343,1.0,0.6036003664402328,False,0.0
78452,12869281.5,2.1151594376188257e-09,1.0,3.72516903307692e-08,True,0.0
78492,16896.0,0.0015416942981846206,1.0,0.010586772313680628,True,0.0
78580,8148.0,0.011882674217661867,1.0,0.059097552504451215,False,0.0
78582,32274.5,0.9582600584734458,1.0,1.0,False,0.0
78803,15388.0,0.30613790143799474,1.0,0.6715534234369566,False,0.0
78815,1656037.5,1.2248334019725686e-12,0.9796504198883865,2.7781448526559622e-11,True,-2.0349580111613474
78816,110116.5,7.865390982762365e-05,0.9739700758352123,0.0007136054727997128,True,-2.6029924164787666
80047,81635.5,3.5159318972883866e-05,0.9651860744297719,0.00033957097098327195,True,-3.481392557022811
80048,11531714.0,1.0124787090803488e-16,0.9587198538553475,2.914770437487081e-15,True,-4.128014614465247
80051,9243.0,0.43110947844459513,1.0099784381434107,0.8175725093496803,False,0.9978438143410706
80053,47746864.5,0.9957758469667962,1.0062146138295656,1.0,False,0.6214613829565563
80061,34742242.5,0.999999235073405,1.0151581395348837,1.0,False,1.5158139534883652
80069,182916.5,0.9996463366387317,1.1042390194075586,1.0,False,10.423901940755865
80076,508056.0,0.01971990488212832,0.9480001688893714,0.08972856415971459,False,-5.199983111062856
